name,slug,url,logo_url,countries,categories,tags,description,developer_name,developer_email,developer_url,developer_phone,avg_rating,total_ratings,pricing
DRB Logistic,5405,https://apps.zid.sa/en/application/5405,https://media.zid.store/apps/4e60232a-4d04-42fd-ae4a-72737ee7d452.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"Ship dry or cold products across Saudi Arabia with DRB. Fast, reliable, same-day delivery with real-time tracking and proof of delivery",Omniful,info@drbexp.com,https://drbexp.com/,+966115202997,5,0,Free App
DiggiPacks DarkStores,5419,https://apps.zid.sa/en/application/5419,https://media.zid.store/apps/ccb8d065-8a7a-4b04-84b8-daf5f56b7587.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"The DiggiPacks Dark Store Network is a new generation of smart cloud-based branches. Strategically distributed across six major cities and over 100 active locations, they bring your products closer to your customers. These branches are designed to process orders quickly and efficiently and deliver.",DiggiPacks,yassin@diggipacks.com,https://www.diggipacks.com,+966535585589,5,0,Free App
Joeex,5430,https://apps.zid.sa/en/application/5430,https://media.zid.store/apps/bc3a9850-507f-41ab-99ba-7122753f0bc8.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"OE EX was established with the aim of providing smart and reliable shipping solutions, combining speed, flexibility, and precision in execution. We are more than just a shipping company; we are your partner in streamlining the movement of goods and connecting stores with customers",joe13,mkamal@joe13th.com,https://joeex.net/ar/,+966570139670,5,0,Free App
Torod Point,5437,https://apps.zid.sa/en/application/5437,https://media.zid.store/apps/ccc6006d-c039-421b-b5b6-67c134167dbb.png,Saudi Arabia,Shipping & Fulfilment,Free,"connect your store to Torod Points, create shipments, print labels, and track orders with real-time updates.",Omniful,hello@torodpoint.com,https://torodpoint.com,+966554456244,5,0,Free App
TM4 Express shipping,5500,https://apps.zid.sa/en/application/5500,https://media.zid.store/apps/34771113-4e89-4e06-bb74-69d7f5ad09c8.svg,Saudi Arabia,Shipping & Fulfilment,Free,"TM4 EXPRESS is an innovative logistics company specializing in distribution and shipping within and between cities. We deliver reliable, fast solutions for e-stores through a modern fleet and a skilled operations team committed to quality and on-time delivery.",TM4,info@tm4ex.com,https://tm4ex.com/,+966595699950,5,0,Free App
SyncMe,5543,https://apps.zid.sa/en/application/5543,https://media.zid.store/apps/80e30ffa-4de3-4b45-8475-ac072d990fde.png,Saudi Arabia,Inventory management,Free; Trial,"Stop losing sales to overselling, inventory mismatches, and hours of manual product entry. 
SyncMe solves this by syncing inventory, orders, and listings in real time across Amazon, eBay, Noon, Etsy and more. Our AI automation publishes products to every channel at once, eliminating repetitive data entry. Centralize your operations, reduce costly errors, and scale faster with one dashboard.

**Features**

1. Connect With Amazon, Noon, eBay, Etsy, Meta and More.
2. Unified product listing t",SyncMe,Hello@SyncMe.io,https://app.syncme.io,,5,0,7 Day Free Trial
Dispatch Smart Lockers,5628,https://apps.zid.sa/en/application/5628,https://media.zid.store/apps/8dc520d6-9210-420a-847e-97e2eea81a1b.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"Integrated logistics solutions are available for E-commerce through specialized product management services. Besides sorting, receiving, and storing products, we also ensure their quality, safety, and deliver them with their own identity to the customers.",Dispatch Fulfillment,support@dispatchsa.com,https://dispatchsa.com/,+966553155577,5,0,Free App
SafyMile,5660,https://apps.zid.sa/en/application/5660,https://media.zid.store/apps/3d797b36-6b96-4bc8-ab4c-c5af0418f833.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"SafyMail is a Saudi platform that provides advanced logistics solutions, helping stores manage shipments efficiently and with high speed. It offers a seamless experience from the moment a shipment is created until it is delivered, featuring a smart real-time tracking system and operational",Hamad Aldosary,bd@safymile.com,https://customer.safymile.com/login,+96653038 8858,5,0,Free App
Gold Index,5717,https://apps.zid.sa/en/application/5717,https://media.zid.store/apps/590af8cf-d840-4a21-b0b5-6ae3d18ae6d9.png,Saudi Arabia,Operations,Free; Trial; 16% discount,"**Gold Index** is a powerful tool designed for gold stores on **Zid**. The app continuously monitors global gold prices and automatically updates your product prices in real time. This ensures that your store always reflects accurate, market-aligned pricing without manual effort.

**With Gold Index, you can:**
* Sync product prices with the live global gold rate
* Automate price updates for different karats
* Ensure consistent and accurate pricing for all gold products
* Save time and elim",Sayegh,asem.almi@gmail.com,https://gold-index.sayegh.sa/integrations/zid/callback,,5,0,10 Day Free Trial
Immediately Delivery,5749,https://apps.zid.sa/en/application/5749,https://media.zid.store/apps/45a6fa36-e74c-4d2e-9625-a865ea5fd9f8.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"We provide integrated logistics solutions within the Kingdom, with a specialized team ensuring flexible, secure services, maintaining the highest standards of quality and professionalism at every step",Immediately Delivery,info@immediatelydelivery.com,https://immediatelydelivery.com,+966568205804,5,0,Free App
AtUrHome Company Fulfilment,5777,https://apps.zid.sa/en/application/5777,https://media.zid.store/apps/292c12fa-a2a1-4db7-837e-332d7ad18e80.png,Saudi Arabia,Shipping & Fulfilment,Free,AtUrHome s a Saudi-based logistics application specialized in last-mile delivery solutions across the Kingdom of Saudi Arabia.,at ur home,info@aturhome.sa,https://www.aturhome.sa,+966556554536,5,0,Free App
Baraa Fast Logistics,5783,https://apps.zid.sa/en/application/5783,https://media.zid.store/apps/fa54a0b6-556d-4e17-905e-70c338d2c721.png,Saudi Arabia,Shipping & Fulfilment,Free,Baraa Fast Logistics Services offers comprehensive logistics services from warehousing and packaging to final delivery to the end customer at the best price and highest quality service.,sami,Albaraq9@hotmail.com,https://baraa-fast.logestechs.com,+966501971288,5,0,Free App
Content Square,5790,https://apps.zid.sa/en/application/5790,https://media.zid.store/apps/aebc4425-48c7-4c9d-86fb-a9f8572e27b5.jpg,Saudi Arabia,Analytics & Reporting,Free,"Contentsquare captures entire user journeys (with no manual tagging), then shows you the most important insights so you can take action immediately.


See how users interact with every page. Visualize user behavior and optimize content for conversions and engagement.",Zid App Market,Appmarket@zid.sa,https://app.contentsquare.com/,,5,0,Free App
AtUrHome Company Last Mail,5808,https://apps.zid.sa/en/application/5808,https://media.zid.store/apps/f24642e7-365c-4df1-92f5-92431624dd7e.jpg,Saudi Arabia,Shipping & Fulfilment,Free,AtUrHome s a Saudi-based logistics application specialized in last-mile delivery solutions across the Kingdom of Saudi Arabia.,at ur home,info@aturhome.sa,https://www.aturhome.sa,+966556554536,5,0,Free App
RedBox - Salasa,5858,https://apps.zid.sa/en/application/5858,https://media.zid.store/apps/ad723b8d-4a91-43ad-aa5b-19c225d1192b.webp,Saudi Arabia,Shipping & Fulfilment,Free,"RedBox offers pickup and return services through its smart lockers, allowing you to receive parcels from various cities across the Kingdom.

This app is for Salasa merchants*",RedBox Smart Lockers,biz.care@redboxsa.com,https://redboxsa.com,+966 92003313,5,0,Free App
Isnaad Logistics and Fulfillment,5889,https://apps.zid.sa/en/application/5889,https://media.zid.store/apps/68f4297b-49ea-4518-b1e7-5fa40539b3fa.png,Saudi Arabia,Shipping & Fulfilment,Free,"Isnaad is not just about shipping... we are your fulfillment partner from start to finish!
From receiving, storing, and packing products to delivering orders, we manage the entire fulfillment process for you.

You can focus on growing your sales, and we will take care of everything else!",Isnaad,info@isnaad.sa,https://www.isnaad.sa,+966115102778,5,0,Free App
Kedan Logistics,5893,https://apps.zid.sa/en/application/5893,https://media.zid.store/apps/531db044-513c-424d-b4e0-5b8c9d575d8c.png,Saudi Arabia,Shipping & Fulfilment,Free,"A Saudi company aspires to reach its strategic partner with guarantee and safety to the customer
We work side by side with online stores logistically to facilitate all obstacles facing stores by providing services
Warehousing Packaging Delivery to all parts of the Kingdom of Saudi Arabia",Kedan,logistics@kedan.com.sa,https://kedan.sa/,+966115001260,5,0,Free App
Uniex,5909,https://apps.zid.sa/en/application/5909,https://media.zid.store/apps/fef01bb0-1b8e-4dde-a272-6b826d775310.png,Saudi Arabia,Shipping & Fulfilment,Free,"Excellent logistics services
For individuals and businesses, delivered in a flexible manner that achieves objectives and helps develop relationships between businesses and their customers.",Uniex,info@uniex.com.sa,https://www.uniex.com.sa/,+966573997108,5,0,Free App
PACK GO,5971,https://apps.zid.sa/en/application/5971,https://media.zid.store/apps/829d2d7b-2097-490b-8c34-52a5cc4b2572.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"pack go is a logistics services company providing warehousing, fulfillment, and delivery services within and outside Riyadh, covering all cities across the Kingdom of Saudi Arabia and the Gulf region.",ahmad,s.alzain@packgosa.com,https://packgosa.com,+966535503517,5,0,Free App
PACK GO Last Mile,5978,https://apps.zid.sa/en/application/5978,https://media.zid.store/apps/e45d1101-76d3-4cfa-bf23-7a505f86d4c8.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"pack go is a logistics services company providing delivery services within and outside Riyadh, covering all cities across the Kingdom of Saudi Arabia and the Gulf region.",ahmad,s.alzain@packgosa.com,https://packgo.logestechs.com/login,+966535503517,5,0,Free App
Zid AI,5979,https://apps.zid.sa/en/application/5979,https://media.zid.store/apps/0184b94b-17a6-48cc-9ce3-a5c49f46ce24.png,Saudi Arabia,Productivity,Free; Featured; Embedded,"#### Zid AI: Smarter Commerce, Faster Growth
#### 

In the competitive world of e-commerce, the difference between a window shopper and a loyal customer often lies in two things: **visual appeal** and **persuasive storytelling.** For many merchants, the ""content bottleneck""—the endless cycle of taking photos, editing backgrounds, and writing descriptions—is the biggest barrier to scaling. **Zid AI** was designed to shatter that barrier. We’ve trained our models on over **2 million products** ",Zid AI,yazeed.busayyis@zid.sa,https://zid-ai-zam-embeded.lovable.app,,5,0,Free App
DAZZ,6045,https://apps.zid.sa/en/application/6045,https://media.zid.store/apps/e1b062ac-db3f-4673-8d3a-5b9f1532fab5.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"On-demand Delivery
New delivery service where the customer controls the delivery time, and you gain higher satisfaction and increased sales.
Immediate execution, a smarter experience, and complete control.",Omar Alothman,omar@dazz.sa,https://dazz.sa,+966555809896,5,0,Free App
GetButton,25,https://apps.zid.sa/en/application/25,https://media.zid.store/apps/getbutton_logo.png,Saudi Arabia,Customer Support,Free,"By using this service, the customer will be able to communicate directly with you through the WhatsApp program with the click of a button",Zid App Market,appmarket@zid.sa,https://getbutton.io,,4,84,Free App
Zotabox,37,https://apps.zid.sa/en/application/37,https://media.zid.store/apps/621374cd-0fe3-4933-b478-8e98d05a19d5.png,Saudi Arabia,Marketing,Free,"We offer the merchant various marketing tools to improve the user experience on the online store, by linking directly with many auxiliary tools in an easy and fast way


**Our Features**

**-** Set up multiple forms, Popups and ribbons in your store

**-** Increase your mailing list subscribers with add-on pop-ups, bars and widgets

**-** Reduce the number of abandoned bins by improving the user experience

**-** Add Coupons to Popups, Ribbons, and Addable Widgets in your Store

**-",Zid App Market,customerservice@zotabox.com,https://zotabox.com/,,4,12,Free App
